1436864681549;;Speed;4.9319997
1436864682549;;Speed;5.364
1436864682905;;Heart rate;97
1436864683556;;Speed;5.724
1436864684422;;Speed;5.724
1436864684560;;Speed;5.5439997
1436864684920;;Heart rate;99
1436864685560;;Speed;5.364
1436864686562;;Speed;5.184
1436864686904;;Heart rate;100
1436864687554;;Speed;5.796
1436864688538;;Speed;5.328
1436864688905;;Heart rate;100
1436864689336;;Speed;5.328
1436864689543;;Speed;5.6159997
1436864690553;;Speed;5.364
1436864690908;;Heart rate;100
1436864691539;;Speed;6.084
1436864692388;;Disconnect. Couse: Correct end work
1436864692739;;intervalToTimeJson;{"100":32021,"80":8869,"95":173974,"85":5987,"90":71963}
